path,classification,action,destination,reason,frozen_hash_relevant,notes
outputs/coder_packages/TRIM_retest_v0_2_1_semantic_steering_audit.json,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/coder_packages/TRIM_retest_v0_2_1_semantic_steering_audit.txt,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/graphs/demo.graphml,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/graphs/demo.json,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/graphs/demo_corpus.graphml,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/graphs/demo_corpus_graph.json,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/graphs/in_a_grove_segments.graphml,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/graphs/in_a_grove_segments.json,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/reports/demo_comparison_report.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/reports/demo_report.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/reports/demo_validation_report.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/reports/graph_summary.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/reports/in_a_grove_segments_report.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/reports/in_a_grove_segments_validation.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/reports/intercoder_demo_report.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/reports/validation.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/broad_family_different_signature.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/contested_cases.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/demo_annotations_validated.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/in_a_grove_segments/broad_family_different_signature.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/in_a_grove_segments/contested_cases.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/in_a_grove_segments/same_cue_different_function.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/in_a_grove_segments/same_function_different_signature.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/same_cue_different_function.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
outputs/tables/same_function_different_signature.csv,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
papers/TRIM_article_working_notes.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
pilot_archive/v0_2_0_usability_pilot/README.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
pilot_archive/v0_2_0_usability_pilot/SHA256SUMS.txt,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
pilot_archive/v0_2_0_usability_pilot/adjudication/README.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
pilot_archive/v0_2_0_usability_pilot/locked_submissions/README.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
pilot_archive/v0_2_0_usability_pilot/original_packet/README.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
pilot_archive/v0_2_0_usability_pilot/post_pilot_interview/README.md,legacy_trim,delete_from_active_tree,,Legacy TRIM outputs/archive notes retained through Git history/tag only.,no,
pilot_protocol/TRIM_HAA_AI_exposure_instructions.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_AI_exposure_instructions.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_burden_and_comprehension_questionnaire.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_burden_and_comprehension_questionnaire.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_case_selection_criteria.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_case_selection_criteria.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_contamination_screen.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_contamination_screen.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_control_condition_instructions.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_control_condition_instructions.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_feasibility_analysis_plan.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_feasibility_analysis_plan.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_feasibility_success_criteria.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_feasibility_success_criteria.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_instrumentation_pilot_protocol.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_instrumentation_pilot_protocol.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_interface_specification.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_interface_specification.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_participant_background_questionnaire.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_participant_background_questionnaire.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_participant_core_guide.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_participant_core_guide.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_participant_label_guide.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_participant_label_guide.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_participant_language_review_checklist.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_participant_language_review_checklist.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_participant_language_review_report_v0_1.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_participant_language_review_report_v0_1.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_participant_mechanism_guide.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_participant_mechanism_guide.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_participant_workflow.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_participant_workflow.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_pilot_data_dictionary.csv,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_pilot_data_dictionary.csv,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_pilot_package_manifest.csv,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_pilot_package_manifest.csv,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_pilot_package_manifest_v0_3.csv,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_pilot_package_manifest_v0_3.csv,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_pilot_research_questions.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_pilot_research_questions.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_pilot_stopping_rules.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_pilot_stopping_rules.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_practice_case_protocol.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_practice_case_protocol.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_researcher_session_script.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_researcher_session_script.md,Deferred future human-study protocol draft.,no,
pilot_protocol/TRIM_HAA_revision_reason_instrument.md,future_human_study,move,research/future_human_study/pilot_protocol/TRIM_HAA_revision_reason_instrument.md,Deferred future human-study protocol draft.,no,
position_note/TRIM_HAA_position_note_claim_boundaries.csv,trim_haa_research_material,move,research/position_note/TRIM_HAA_position_note_claim_boundaries.csv,"Position note is research material, separated from software package.",no,
position_note/TRIM_HAA_position_note_publication_blockers.md,trim_haa_research_material,move,research/position_note/TRIM_HAA_position_note_publication_blockers.md,"Position note is research material, separated from software package.",no,
position_note/TRIM_HAA_position_note_v0_1.md,trim_haa_research_material,move,research/position_note/TRIM_HAA_position_note_v0_1.md,"Position note is research material, separated from software package.",no,
position_note/TRIM_HAA_position_note_v0_1_manifest.csv,trim_haa_research_material,move,research/position_note/TRIM_HAA_position_note_v0_1_manifest.csv,"Position note is research material, separated from software package.",no,
position_note/TRIM_HAA_position_note_v0_1_review_response.md,trim_haa_research_material,move,research/position_note/TRIM_HAA_position_note_v0_1_review_response.md,"Position note is research material, separated from software package.",no,
position_note/TRIM_HAA_position_note_v0_2_manifest.csv,trim_haa_research_material,move,research/position_note/TRIM_HAA_position_note_v0_2_manifest.csv,"Position note is research material, separated from software package.",no,
pyproject.toml,shared_infrastructure,replace,pyproject.toml,Root repository infrastructure retained for standalone TRIM-HAA.,no,
requirements.txt,legacy_trim,delete_from_active_tree,,Legacy project-level material removed from active tree.,no,
scripts/build_retest_v0_2_1_package.py,legacy_trim,delete_from_active_tree,,Legacy retest package builder removed from active scripts.,no,
scripts/build_trim_haa_pilot_ethics_package.py,shared_infrastructure,keep,scripts/build_trim_haa_pilot_ethics_package.py,TRIM-HAA script retained and updated for new structure.,no,
scripts/build_trim_haa_position_note_package.py,shared_infrastructure,keep,scripts/build_trim_haa_position_note_package.py,TRIM-HAA script retained and updated for new structure.,no,
scripts/build_trim_haa_synthetic_dry_run.py,shared_infrastructure,keep,scripts/build_trim_haa_synthetic_dry_run.py,TRIM-HAA script retained and updated for new structure.,no,
scripts/run_in_a_grove_walkthrough.py,shared_infrastructure,keep,scripts/run_in_a_grove_walkthrough.py,TRIM-HAA script retained and updated for new structure.,no,
scripts/run_trim_haa_synthetic_dry_run.py,shared_infrastructure,keep,scripts/run_trim_haa_synthetic_dry_run.py,TRIM-HAA script retained and updated for new structure.,no,
tests/fixtures/trim_haa/core_invalid.csv,active_trim_haa,keep,tests/fixtures/trim_haa/core_invalid.csv,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/fixtures/trim_haa/core_valid.csv,active_trim_haa,keep,tests/fixtures/trim_haa/core_valid.csv,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/fixtures/trim_haa/exposure_invalid.csv,active_trim_haa,keep,tests/fixtures/trim_haa/exposure_invalid.csv,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/fixtures/trim_haa/exposure_valid.csv,active_trim_haa,keep,tests/fixtures/trim_haa/exposure_valid.csv,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/fixtures/trim_haa/lock_tampered.csv,active_trim_haa,keep,tests/fixtures/trim_haa/lock_tampered.csv,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/fixtures/trim_haa/lock_valid.csv,active_trim_haa,keep,tests/fixtures/trim_haa/lock_valid.csv,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/fixtures/trim_haa/provenance_invalid_ai_metadata.csv,active_trim_haa,keep,tests/fixtures/trim_haa/provenance_invalid_ai_metadata.csv,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/fixtures/trim_haa/provenance_valid.csv,active_trim_haa,keep,tests/fixtures/trim_haa/provenance_valid.csv,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_cli.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_compare.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_documentation_sync.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_graph.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_in_a_grove_walkthrough.py,active_trim_haa,keep,tests/test_in_a_grove_walkthrough.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_intercoder.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_retest_package.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_schema.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_source_segments_workflow.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_trim_haa_comparison.py,active_trim_haa,keep,tests/test_trim_haa_comparison.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_dry_run.py,active_trim_haa,keep,tests/test_trim_haa_dry_run.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_frozen_files.py,active_trim_haa,keep,tests/test_trim_haa_frozen_files.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_hashing.py,active_trim_haa,keep,tests/test_trim_haa_hashing.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_locking.py,active_trim_haa,keep,tests/test_trim_haa_locking.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_pilot_ethics_package.py,active_trim_haa,keep,tests/test_trim_haa_pilot_ethics_package.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_provenance.py,active_trim_haa,keep,tests/test_trim_haa_provenance.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_reporting.py,active_trim_haa,keep,tests/test_trim_haa_reporting.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_schema.py,active_trim_haa,keep,tests/test_trim_haa_schema.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_trim_haa_validator.py,active_trim_haa,keep,tests/test_trim_haa_validator.py,TRIM-HAA tests/fixtures retained and updated for new structure.,no,
tests/test_validator.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
tests/test_versioning.py,legacy_trim,delete_from_active_tree,,Test only enforced active legacy TRIM compatibility.,no,
trim/__init__.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/cli.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/compare.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/graph.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/intercoder.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/io.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/reports.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/schema.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/signature.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/validator.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim/vocabulary.py,legacy_trim,delete_from_active_tree,,"Legacy TRIM package is archived in Git history/tag, not active tree.",no,
trim_haa/__init__.py,active_trim_haa,move,src/trim_haa/__init__.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/comparison.py,active_trim_haa,move,src/trim_haa/comparison.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/depth.py,active_trim_haa,move,src/trim_haa/depth.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/exposure.py,active_trim_haa,move,src/trim_haa/exposure.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/hashing.py,active_trim_haa,move,src/trim_haa/hashing.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/locking.py,active_trim_haa,move,src/trim_haa/locking.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/provenance.py,active_trim_haa,move,src/trim_haa/provenance.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/reporting.py,active_trim_haa,move,src/trim_haa/reporting.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/schema.py,active_trim_haa,move,src/trim_haa/schema.py,Importable TRIM-HAA package moves to src-layout.,no,
trim_haa/validator.py,active_trim_haa,move,src/trim_haa/validator.py,Importable TRIM-HAA package moves to src-layout.,no,
walkthrough/in_a_grove_v0_1/README.md,trim_haa_research_material,move,examples/in_a_grove_walkthrough/README.md,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/ai_independent_record.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/ai_independent_record.csv,Author-only walkthrough remains a technical example with frozen evidence.,yes,
walkthrough/in_a_grove_v0_1/ai_raw_output.txt,trim_haa_research_material,move,examples/in_a_grove_walkthrough/ai_raw_output.txt,Author-only walkthrough remains a technical example with frozen evidence.,yes,
walkthrough/in_a_grove_v0_1/ai_record_template.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/ai_record_template.csv,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/annotation_instructions.md,trim_haa_research_material,move,examples/in_a_grove_walkthrough/annotation_instructions.md,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/author_analytic_record.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/author_analytic_record.csv,Author-only walkthrough remains a technical example with frozen evidence.,yes,
walkthrough/in_a_grove_v0_1/author_lock_manifest.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/author_lock_manifest.csv,Author-only walkthrough remains a technical example with frozen evidence.,yes,
walkthrough/in_a_grove_v0_1/author_record_template.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/author_record_template.csv,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/candidate_construct_note.md,trim_haa_research_material,move,examples/in_a_grove_walkthrough/candidate_construct_note.md,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/legal_and_translation_review.md,trim_haa_research_material,move,examples/in_a_grove_walkthrough/legal_and_translation_review.md,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/model_run_manifest.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/model_run_manifest.csv,Author-only walkthrough remains a technical example with frozen evidence.,yes,
walkthrough/in_a_grove_v0_1/outputs/alternative_comparison.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/outputs/alternative_comparison.csv,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/outputs/candidate_certainty_alternative_mismatch.md,trim_haa_research_material,move,examples/in_a_grove_walkthrough/outputs/candidate_certainty_alternative_mismatch.md,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/outputs/evidence_comparison.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/outputs/evidence_comparison.csv,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/outputs/execution_summary.md,trim_haa_research_material,move,examples/in_a_grove_walkthrough/outputs/execution_summary.md,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/outputs/field_comparison.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/outputs/field_comparison.csv,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/outputs/lock_verification_report.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/outputs/lock_verification_report.csv,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/outputs/validation_report.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/outputs/validation_report.csv,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/prompt_manifest.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/prompt_manifest.csv,Author-only walkthrough remains a technical example with frozen evidence.,yes,
walkthrough/in_a_grove_v0_1/prompts/in_a_grove_trim_haa_v0_1.txt,trim_haa_research_material,move,examples/in_a_grove_walkthrough/prompts/in_a_grove_trim_haa_v0_1.txt,Author-only walkthrough remains a technical example with frozen evidence.,yes,
walkthrough/in_a_grove_v0_1/source_packet.md,trim_haa_research_material,move,examples/in_a_grove_walkthrough/source_packet.md,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/source_provenance.md,trim_haa_research_material,move,examples/in_a_grove_walkthrough/source_provenance.md,Author-only walkthrough remains a technical example with frozen evidence.,no,
walkthrough/in_a_grove_v0_1/source_segments.csv,trim_haa_research_material,move,examples/in_a_grove_walkthrough/source_segments.csv,Author-only walkthrough remains a technical example with frozen evidence.,no,
